TABLE:  Element Forces - Columns,,,,,,,,,,,,,,
Story,Column,Unique Name,Output Case,Case Type,Station,P,V2,V3,T,M2,M3,Element,Elem Station,Location
,,,,,m,kN,kN,kN,kN-m,kN-m,kN-m,,m,
Level 12,C38,228,Qk,LinStatic,3.2023,-61.708,-9.8342,-7.4377,0.0778,12.3579,21.7002,228,3.2023,
Level 12,C38,228,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-60.9974,-9.5093,-7.5059,0.0785,-11.4932,-9.5643,228,0,
Level 12,C38,228,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6012,-60.9974,-9.5093,-7.5059,0.0785,0.525,5.6617,228,1.6012,
Level 12,C38,228,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2023,-60.9974,-9.5093,-7.5059,0.0785,12.5433,20.8876,228,3.2023,
Level 12,C38,228,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.7106,-0.325,0.0682,-0.0006,0.0329,-0.228,228,0,
Level 12,C38,228,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6012,-0.7106,-0.325,0.0682,-0.0006,-0.0762,0.2923,228,1.6012,
Level 12,C38,228,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2023,-0.7106,-0.325,0.0682,-0.0006,-0.1854,0.8126,228,3.2023,
Level 12,C39,229,Gk,LinStatic,0,-632.1454,45.3578,-2.2156,0.5711,-5.0953,56.9671,229,0,
Level 12,C39,229,Gk,LinStatic,1.6002,-618.394,45.3578,-2.2156,0.5711,-1.5499,-15.6127,229,1.6002,
Level 12,C39,229,Gk,LinStatic,3.2003,-604.6426,45.3578,-2.2156,0.5711,1.9955,-88.1926,229,3.2003,
Level 12,C39,229,Qk,LinStatic,0,-28.7012,5.0186,-1.1265,0.0645,-1.6828,6.8585,229,0,
Level 12,C39,229,Qk,LinStatic,1.6002,-28.7012,5.0186,-1.1265,0.0645,0.1197,-1.1721,229,1.6002,
Level 12,C39,229,Qk,LinStatic,3.2003,-28.7012,5.0186,-1.1265,0.0645,1.9222,-9.2026,229,3.2003,
Level 12,C39,229,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-28.7427,4.9815,-1.0936,0.0651,-1.659,6.5029,229,0,
Level 12,C39,229,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6002,-28.7427,4.9815,-1.0936,0.0651,0.0908,-1.4682,229,1.6002,
Level 12,C39,229,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2003,-28.7427,4.9815,-1.0936,0.0651,1.8407,-9.4394,229,3.2003,
Level 12,C39,229,"Qk_Cat.E,Partition,NR Live",LinStatic,0,0.0415,0.0371,-0.0329,-0.0005,-0.0238,0.3556,229,0,
Level 12,C39,229,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6002,0.0415,0.0371,-0.0329,-0.0005,0.0288,0.2962,229,1.6002,
Level 12,C39,229,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2003,0.0415,0.0371,-0.0329,-0.0005,0.0815,0.2368,229,3.2003,
Level 12,C40,230,Gk,LinStatic,0,-895.2186,-80.766,-71.6716,0.5711,-94.8328,-78.6689,230,0,
Level 12,C40,230,Gk,LinStatic,1.6,-881.4686,-80.766,-71.6716,0.5711,19.8419,50.5567,230,1.6,
Level 12,C40,230,Gk,LinStatic,3.2,-867.7186,-80.766,-71.6716,0.5711,134.5165,179.7822,230,3.2,
Level 12,C40,230,Qk,LinStatic,0,-69.5707,-1.1491,-11.0684,0.0645,-16.3228,-2.3362,230,0,
Level 12,C40,230,Qk,LinStatic,1.6,-69.5707,-1.1491,-11.0684,0.0645,1.3866,-0.4977,230,1.6,
Level 12,C40,230,Qk,LinStatic,3.2,-69.5707,-1.1491,-11.0684,0.0645,19.0959,1.3408,230,3.2,
Level 12,C40,230,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-69.44,-0.9942,-10.9937,0.0651,-16.2336,-2.2327,230,0,
Level 12,C40,230,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6,-69.44,-0.9942,-10.9937,0.0651,1.3563,-0.6419,230,1.6,
Level 12,C40,230,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2,-69.44,-0.9942,-10.9937,0.0651,18.9462,0.9488,230,3.2,
Level 12,C40,230,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.1307,-0.1549,-0.0747,-0.0005,-0.0892,-0.1035,230,0,
Level 12,C40,230,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6,-0.1307,-0.1549,-0.0747,-0.0005,0.0303,0.1442,230,1.6,
Level 12,C40,230,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2,-0.1307,-0.1549,-0.0747,-0.0005,0.1497,0.392,230,3.2,
Level 12,C41,231,Gk,LinStatic,0,-660.3963,137.0131,-167.9836,0.9072,-184.8216,106.1422,231,0,
Level 12,C41,231,Gk,LinStatic,1.6,-645.6963,137.0131,-167.9836,0.9072,83.953,-113.0795,231,1.6,
Level 12,C41,231,Gk,LinStatic,3.2,-630.9962,137.0131,-167.9836,0.9072,352.7276,-332.3011,231,3.2,
Level 12,C41,231,Qk,LinStatic,0,-61.7939,21.6656,-19.5686,0.1025,-23.9727,23.7451,231,0,
Level 12,C41,231,Qk,LinStatic,1.6,-61.7939,21.6656,-19.5686,0.1025,7.3371,-10.92,231,1.6,
Level 12,C41,231,Qk,LinStatic,3.2,-61.7939,21.6656,-19.5686,0.1025,38.6469,-45.585,231,3.2,
Level 12,C41,231,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-61.7052,22.0657,-19.5246,0.1033,-23.9229,24.0074,231,0,
Level 12,C41,231,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6,-61.7052,22.0657,-19.5246,0.1033,7.3165,-11.2979,231,1.6,
Level 12,C41,231,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2,-61.7052,22.0657,-19.5246,0.1033,38.556,-46.6032,231,3.2,
Level 12,C41,231,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.0887,-0.4002,-0.044,-0.0008,-0.0498,-0.2623,231,0,
Level 12,C41,231,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6,-0.0887,-0.4002,-0.044,-0.0008,0.0206,0.378,231,1.6,
Level 12,C41,231,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2,-0.0887,-0.4002,-0.044,-0.0008,0.091,1.0182,231,3.2,
Level 12,C42,1871,Gk,LinStatic,0,-596.4506,-148.507,-133.7273,0.5711,-150.4153,-126.8839,1871,0,
Level 12,C42,1871,Gk,LinStatic,1.625,-582.4857,-148.507,-133.7273,0.5711,66.8915,114.44,1871,1.625,
Level 12,C42,1871,Gk,LinStatic,3.25,-568.5209,-148.507,-133.7273,0.5711,284.1984,355.7638,1871,3.25,
Level 12,C42,1871,Qk,LinStatic,0,-63.7421,-16.6854,-14.934,0.0645,-19.6553,-19.1303,1871,0,
Level 12,C42,1871,Qk,LinStatic,1.625,-63.7421,-16.6854,-14.934,0.0645,4.6124,7.9835,1871,1.625,
Level 12,C42,1871,Qk,LinStatic,3.25,-63.7421,-16.6854,-14.934,0.0645,28.8802,35.0973,1871,3.25,
Level 12,C42,1871,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-63.8287,-16.3231,-14.9341,0.0651,-19.6595,-18.9346,1871,0,
Level 12,C42,1871,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.625,-63.8287,-16.3231,-14.9341,0.0651,4.6084,7.5905,1871,1.625,
Level 12,C42,1871,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.25,-63.8287,-16.3231,-14.9341,0.0651,28.8763,34.1156,1871,3.25,
Level 12,C42,1871,"Qk_Cat.E,Partition,NR Live",LinStatic,0,0.0866,-0.3623,0.0001,-0.0005,0.0042,-0.1957,1871,0,
Level 12,C42,1871,"Qk_Cat.E,Partition,NR Live",LinStatic,1.625,0.0866,-0.3623,0.0001,-0.0005,0.0041,0.393,1871,1.625,
Level 12,C42,1871,"Qk_Cat.E,Partition,NR Live",LinStatic,3.25,0.0866,-0.3623,0.0001,-0.0005,0.0039,0.9817,1871,3.25,
Level 12,C43,1504,Gk,LinStatic,0,-783.3315,97.9934,-202.2597,0.9072,-205.2967,76.4685,1504,0,
Level 12,C43,1504,Gk,LinStatic,1.625,-768.4018,97.9934,-202.2597,0.9072,123.3753,-82.7708,1504,1.625,
Level 12,C43,1504,Gk,LinStatic,3.25,-753.4721,97.9934,-202.2597,0.9072,452.0473,-242.01,1504,3.25,
Level 12,C43,1504,Qk,LinStatic,0,-68.5453,10.4402,-19.3942,0.1025,-23.0148,13.0124,1504,0,
Level 12,C43,1504,Qk,LinStatic,1.625,-68.5453,10.4402,-19.3942,0.1025,8.5009,-3.9529,1504,1.625,
Level 12,C43,1504,Qk,LinStatic,3.25,-68.5453,10.4402,-19.3942,0.1025,40.0165,-20.9181,1504,3.25,
Level 12,C43,1504,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-68.4631,10.7374,-19.4039,0.1033,-23.0299,13.2038,1504,0,
Level 12,C43,1504,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.625,-68.4631,10.7374,-19.4039,0.1033,8.5015,-4.2445,1504,1.625,
Level 12,C43,1504,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.25,-68.4631,10.7374,-19.4039,0.1033,40.0329,-21.6928,1504,3.25,
Level 12,C43,1504,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.0822,-0.2972,0.0097,-0.0008,0.0151,-0.1914,1504,0,
Level 12,C43,1504,"Qk_Cat.E,Partition,NR Live",LinStatic,1.625,-0.0822,-0.2972,0.0097,-0.0008,-0.0006,0.2916,1504,1.625,
Level 12,C43,1504,"Qk_Cat.E,Partition,NR Live",LinStatic,3.25,-0.0822,-0.2972,0.0097,-0.0008,-0.0164,0.7746,1504,3.25,
Level 12,C44,232,Gk,LinStatic,0,-679.7211,-160.6664,-314.6799,1.9233,-260.9019,-151.238,232,0,
Level 12,C44,232,Gk,LinStatic,1.625,-662.557,-160.6664,-314.6799,1.9233,250.4529,109.845,232,1.625,
Level 12,C44,232,Gk,LinStatic,3.25,-645.393,-160.6664,-314.6799,1.9233,761.8076,370.9279,232,3.25,
Level 12,C44,232,Qk,LinStatic,0,-54.2836,-21.1597,-25.0646,0.2173,-23.9352,-23.9321,232,0,
Level 12,C44,232,Qk,LinStatic,1.625,-54.2836,-21.1597,-25.0646,0.2173,16.7947,10.4524,232,1.625,
Level 12,C44,232,Qk,LinStatic,3.25,-54.2836,-21.1597,-25.0646,0.2173,57.5247,44.8369,232,3.25,
Level 12,C44,232,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-53.9574,-20.9567,-24.9048,0.2191,-23.8133,-23.7906,232,0,
Level 12,C44,232,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.625,-53.9574,-20.9567,-24.9048,0.2191,16.657,10.2641,232,1.625,
Level 12,C44,232,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.25,-53.9574,-20.9567,-24.9048,0.2191,57.1273,44.3188,232,3.25,
Level 12,C44,232,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.3262,-0.203,-0.1598,-0.0018,-0.122,-0.1415,232,0,
Level 12,C44,232,"Qk_Cat.E,Partition,NR Live",LinStatic,1.625,-0.3262,-0.203,-0.1598,-0.0018,0.1377,0.1883,232,1.625,
Level 12,C44,232,"Qk_Cat.E,Partition,NR Live",LinStatic,3.25,-0.3262,-0.203,-0.1598,-0.0018,0.3974,0.5181,232,3.25,
Level 12,C45,1505,Gk,LinStatic,0,-980.9468,144.3836,19.4682,0.4951,20.6372,119.9505,1505,0,
Level 12,C45,1505,Gk,LinStatic,1.625,-966.7281,144.3836,19.4682,0.4951,-10.9986,-114.6729,1505,1.625,
Level 12,C45,1505,Gk,LinStatic,3.25,-952.5093,144.3836,19.4682,0.4951,-42.6343,-349.2963,1505,3.25,
Level 12,C45,1505,Qk,LinStatic,0,-81.3488,26.6959,5.2729,0.0559,6.7093,24.7838,1505,0,
Level 12,C45,1505,Qk,LinStatic,1.625,-81.3488,26.6959,5.2729,0.0559,-1.8592,-18.5971,1505,1.625,
Level 12,C45,1505,Qk,LinStatic,3.25,-81.3488,26.6959,5.2729,0.0559,-10.4277,-61.978,1505,3.25,
Level 12,C45,1505,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-81.194,26.5987,5.2013,0.0564,6.6149,24.6979,1505,0,
Level 12,C45,1505,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.625,-81.194,26.5987,5.2013,0.0564,-1.8373,-18.525,1505,1.625,
Level 12,C45,1505,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.25,-81.194,26.5987,5.2013,0.0564,-10.2894,-61.7478,1505,3.25,
Level 12,C45,1505,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.1548,0.0972,0.0716,-0.0005,0.0944,0.0859,1505,0,
Level 12,C45,1505,"Qk_Cat.E,Partition,NR Live",LinStatic,1.625,-0.1548,0.0972,0.0716,-0.0005,-0.0219,-0.0721,1505,1.625,
Level 12,C45,1505,"Qk_Cat.E,Partition,NR Live",LinStatic,3.25,-0.1548,0.0972,0.0716,-0.0005,-0.1382,-0.2302,1505,3.25,
Level 12,C46,1506,Gk,LinStatic,0,-281.7299,162.9222,48.4437,0.5711,69.2387,151.1085,1506,0,
Level 12,C46,1506,Gk,LinStatic,1.625,-267.7651,162.9222,48.4437,0.5711,-9.4823,-113.6401,1506,1.625,
Level 12,C46,1506,Gk,LinStatic,3.25,-253.8002,162.9222,48.4437,0.5711,-88.2033,-378.3888,1506,3.25,
Level 12,C46,1506,Qk,LinStatic,0,-47.9444,28.8803,10.1631,0.0645,13.6159,29.307,1506,0,
Level 12,C46,1506,Qk,LinStatic,1.625,-47.9444,28.8803,10.1631,0.0645,-2.8991,-17.6234,1506,1.625,
Level 12,C46,1506,Qk,LinStatic,3.25,-47.9444,28.8803,10.1631,0.0645,-19.414,-64.5538,1506,3.25,
Level 12,C46,1506,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-47.8091,29.1592,10.1319,0.0651,13.5733,29.48,1506,0,
Level 12,C46,1506,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.625,-47.8091,29.1592,10.1319,0.0651,-2.891,-17.9037,1506,1.625,
Level 12,C46,1506,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.25,-47.8091,29.1592,10.1319,0.0651,-19.3553,-65.2873,1506,3.25,
Level 12,C46,1506,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.1353,-0.2789,0.0312,-0.0005,0.0426,-0.1729,1506,0,
Level 12,C46,1506,"Qk_Cat.E,Partition,NR Live",LinStatic,1.625,-0.1353,-0.2789,0.0312,-0.0005,-0.0081,0.2803,1506,1.625,
Level 12,C46,1506,"Qk_Cat.E,Partition,NR Live",LinStatic,3.25,-0.1353,-0.2789,0.0312,-0.0005,-0.0588,0.7335,1506,3.25,
Level 12,C47,233,Gk,LinStatic,0,-156.7671,-46.1185,18.5493,0.4951,25.0154,-33.7927,233,0,
Level 12,C47,233,Gk,LinStatic,1.625,-142.5483,-46.1185,18.5493,0.4951,-5.1272,41.1498,233,1.625,
Level 12,C47,233,Gk,LinStatic,3.25,-128.3296,-46.1185,18.5493,0.4951,-35.2699,116.0923,233,3.25,
Level 12,C47,233,Qk,LinStatic,0,-29.6159,-6.5879,5.8307,0.0559,8.1516,-5.4749,233,0,
Level 12,C47,233,Qk,LinStatic,1.625,-29.6159,-6.5879,5.8307,0.0559,-1.3232,5.2305,233,1.625,
Level 12,C47,233,Qk,LinStatic,3.25,-29.6159,-6.5879,5.8307,0.0559,-10.798,15.9359,233,3.25,
Level 12,C47,233,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-29.5162,-6.3475,5.8125,0.0564,8.1271,-5.3683,233,0,
Level 12,C47,233,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.625,-29.5162,-6.3475,5.8125,0.0564,-1.3182,4.9463,233,1.625,
Level 12,C47,233,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.25,-29.5162,-6.3475,5.8125,0.0564,-10.7636,15.261,233,3.25,
Level 12,C47,233,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.0997,-0.2405,0.0181,-0.0005,0.0245,-0.1066,233,0,
Level 12,C47,233,"Qk_Cat.E,Partition,NR Live",LinStatic,1.625,-0.0997,-0.2405,0.0181,-0.0005,-0.005,0.2842,233,1.625,
Level 12,C47,233,"Qk_Cat.E,Partition,NR Live",LinStatic,3.25,-0.0997,-0.2405,0.0181,-0.0005,-0.0344,0.6749,233,3.25,
Level 12,C48,1507,Gk,LinStatic,0,-252.5195,-44.5384,31.2365,0.6734,42.3994,-54.5679,1507,0,
Level 12,C48,1507,Gk,LinStatic,1.625,-242.3632,-44.5384,31.2365,0.6734,-8.3599,17.807,1507,1.625,
Level 12,C48,1507,Gk,LinStatic,3.25,-232.207,-44.5384,31.2365,0.6734,-59.1191,90.1819,1507,3.25,
Level 12,C48,1507,Qk,LinStatic,0,-51.3805,-8.8419,5.0183,0.0761,6.7644,-10.4013,1507,0,
Level 12,C48,1507,Qk,LinStatic,1.625,-51.3805,-8.8419,5.0183,0.0761,-1.3903,3.9668,1507,1.625,
Level 12,C48,1507,Qk,LinStatic,3.25,-51.3805,-8.8419,5.0183,0.0761,-9.545,18.3349,1507,3.25,
Level 12,C48,1507,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-51.3662,-8.6803,4.9428,0.0767,6.6682,-10.2037,1507,0,
Level 12,C48,1507,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.625,-51.3662,-8.6803,4.9428,0.0767,-1.3638,3.9018,1507,1.625,
Level 12,C48,1507,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.25,-51.3662,-8.6803,4.9428,0.0767,-9.3958,18.0072,1507,3.25,
Level 12,C48,1507,"Qk_Cat.E,Partition,NR Live",LinStatic,0,-0.0143,-0.1616,0.0755,-0.0006,0.0962,-0.1976,1507,0,
Level 12,C48,1507,"Qk_Cat.E,Partition,NR Live",LinStatic,1.625,-0.0143,-0.1616,0.0755,-0.0006,-0.0265,0.0651,1507,1.625,
Level 12,C48,1507,"Qk_Cat.E,Partition,NR Live",LinStatic,3.25,-0.0143,-0.1616,0.0755,-0.0006,-0.1492,0.3277,1507,3.25,
Level 12,C49,1508,Gk,LinStatic,0,-897.4869,-204.8199,-44.6985,0.4951,-64.4711,-196.9887,1508,0,
Level 12,C49,1508,Gk,LinStatic,1.6,-883.4869,-204.8199,-44.6985,0.4951,7.0466,130.7232,1508,1.6,
Level 12,C49,1508,Gk,LinStatic,3.2,-869.4869,-204.8199,-44.6985,0.4951,78.5642,458.4351,1508,3.2,
Level 12,C49,1508,Qk,LinStatic,0,-58.9708,-32.6254,-6.6234,0.0559,-10.194,-32.2063,1508,0,
Level 12,C49,1508,Qk,LinStatic,1.6,-58.9708,-32.6254,-6.6234,0.0559,0.4034,19.9942,1508,1.6,
Level 12,C49,1508,Qk,LinStatic,3.2,-58.9708,-32.6254,-6.6234,0.0559,11.0008,72.1948,1508,3.2,
Level 12,C49,1508,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-59.6116,-32.1554,-6.6364,0.0564,-10.2141,-31.908,1508,0,
Level 12,C49,1508,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6,-59.6116,-32.1554,-6.6364,0.0564,0.4041,19.5406,1508,1.6,
Level 12,C49,1508,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2,-59.6116,-32.1554,-6.6364,0.0564,11.0223,70.9893,1508,3.2,
Level 12,C49,1508,"Qk_Cat.E,Partition,NR Live",LinStatic,0,0.6408,-0.4699,0.013,-0.0005,0.0202,-0.2983,1508,0,
Level 12,C49,1508,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6,0.6408,-0.4699,0.013,-0.0005,-0.0007,0.4536,1508,1.6,
Level 12,C49,1508,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2,0.6408,-0.4699,0.013,-0.0005,-0.0215,1.2055,1508,3.2,
Level 12,C50,1509,Gk,LinStatic,0,-922.2884,-225.4684,17.5867,0.4951,19.8182,-226.8127,1509,0,
Level 12,C50,1509,Gk,LinStatic,1.6,-908.2884,-225.4684,17.5867,0.4951,-8.3204,133.9368,1509,1.6,
Level 12,C50,1509,Gk,LinStatic,3.2,-894.2884,-225.4684,17.5867,0.4951,-36.4591,494.6863,1509,3.2,
Level 12,C50,1509,Qk,LinStatic,0,-52.7325,-26.555,0.4463,0.0559,0.5213,-31.033,1509,0,
Level 12,C50,1509,Qk,LinStatic,1.6,-52.7325,-26.555,0.4463,0.0559,-0.1929,11.455,1509,1.6,
Level 12,C50,1509,Qk,LinStatic,3.2,-52.7325,-26.555,0.4463,0.0559,-0.907,53.9431,1509,3.2,
Level 12,C50,1509,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-52.8562,-26.1279,0.4393,0.0564,0.5157,-30.7124,1509,0,
Level 12,C50,1509,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6,-52.8562,-26.1279,0.4393,0.0564,-0.1872,11.0922,1509,1.6,
Level 12,C50,1509,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2,-52.8562,-26.1279,0.4393,0.0564,-0.8901,52.8968,1509,3.2,
Level 12,C50,1509,"Qk_Cat.E,Partition,NR Live",LinStatic,0,0.1237,-0.4271,0.007,-0.0005,0.0056,-0.3206,1509,0,
Level 12,C50,1509,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6,0.1237,-0.4271,0.007,-0.0005,-0.0056,0.3628,1509,1.6,
Level 12,C50,1509,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2,0.1237,-0.4271,0.007,-0.0005,-0.0169,1.0463,1509,3.2,
Level 12,C53,1875,Gk,LinStatic,0,-138.0442,-13.1443,77.4844,0.4951,109.3494,-10.194,1875,0,
Level 12,C53,1875,Gk,LinStatic,1.6,-124.0442,-13.1443,77.4844,0.4951,-14.6257,10.8369,1875,1.6,
Level 12,C53,1875,Gk,LinStatic,3.2,-110.0442,-13.1443,77.4844,0.4951,-138.6007,31.8678,1875,3.2,
Level 12,C53,1875,Qk,LinStatic,0,-27.3329,0.3135,10.9375,0.0559,14.9399,4.8156,1875,0,
Level 12,C53,1875,Qk,LinStatic,1.6,-27.3329,0.3135,10.9375,0.0559,-2.56,4.314,1875,1.6,
Level 12,C53,1875,Qk,LinStatic,3.2,-27.3329,0.3135,10.9375,0.0559,-20.06,3.8125,1875,3.2,
Level 12,C53,1875,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-27.5564,0.7403,10.8921,0.0564,14.8741,5.0695,1875,0,
Level 12,C53,1875,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6,-27.5564,0.7403,10.8921,0.0564,-2.5532,3.885,1875,1.6,
Level 12,C53,1875,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2,-27.5564,0.7403,10.8921,0.0564,-19.9805,2.7005,1875,3.2,
Level 12,C53,1875,"Qk_Cat.E,Partition,NR Live",LinStatic,0,0.2236,-0.4269,0.0454,-0.0005,0.0658,-0.2539,1875,0,
Level 12,C53,1875,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6,0.2236,-0.4269,0.0454,-0.0005,-0.0068,0.4291,1875,1.6,
Level 12,C53,1875,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2,0.2236,-0.4269,0.0454,-0.0005,-0.0794,1.112,1875,3.2,
Level 12,C54,1512,Gk,LinStatic,0,-697.9792,-82.6212,56.3346,0.6889,80.374,-71.3781,1512,0,
Level 12,C54,1512,Gk,LinStatic,1.6007,-686.074,-82.6212,56.3346,0.6889,-9.8001,60.8727,1512,1.6007,
Level 12,C54,1512,Gk,LinStatic,3.2014,-674.1689,-82.6212,56.3346,0.6889,-99.9742,193.1234,1512,3.2014,
Level 12,C54,1512,Qk,LinStatic,0,-62.6965,-8.8034,7.9694,0.0778,11.9307,-8.9791,1512,0,
Level 12,C54,1512,Qk,LinStatic,1.6007,-62.6965,-8.8034,7.9694,0.0778,-0.8259,5.1124,1512,1.6007,
Level 12,C54,1512,Qk,LinStatic,3.2014,-62.6965,-8.8034,7.9694,0.0778,-13.5824,19.2039,1512,3.2014,
Level 12,C54,1512,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-63.1201,-8.918,7.8708,0.0785,11.8775,-9.0214,1512,0,
Level 12,C54,1512,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6007,-63.1201,-8.918,7.8708,0.0785,-0.7212,5.2535,1512,1.6007,
Level 12,C54,1512,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2014,-63.1201,-8.918,7.8708,0.0785,-13.3199,19.5285,1512,3.2014,
Level 12,C54,1512,"Qk_Cat.E,Partition,NR Live",LinStatic,0,0.4237,0.1146,0.0986,-0.0006,0.0532,0.0424,1512,0,
Level 12,C54,1512,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6007,0.4237,0.1146,0.0986,-0.0006,-0.1046,-0.1411,1512,1.6007,
Level 12,C54,1512,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2014,0.4237,0.1146,0.0986,-0.0006,-0.2625,-0.3245,1512,3.2014,
Level 12,C55,1513,Gk,LinStatic,0,-653.5441,-43.3263,-1.9063,0.5711,-5.0373,-64.0057,1513,0,
Level 12,C55,1513,Gk,LinStatic,1.6007,-639.7882,-43.3263,-1.9063,0.5711,-1.9858,5.346,1513,1.6007,
Level 12,C55,1513,Gk,LinStatic,3.2014,-626.0323,-43.3263,-1.9063,0.5711,1.0656,74.6978,1513,3.2014,
Level 12,C55,1513,Qk,LinStatic,0,-31.2042,-3.1429,-1.0255,0.0645,-1.5923,-3.6109,1513,0,
Level 12,C55,1513,Qk,LinStatic,1.6007,-31.2042,-3.1429,-1.0255,0.0645,0.0492,1.4198,1513,1.6007,
Level 12,C55,1513,Qk,LinStatic,3.2014,-31.2042,-3.1429,-1.0255,0.0645,1.6906,6.4505,1513,3.2014,
Level 12,C55,1513,"Qk_Cat.A,B,C,D,F,H",LinStatic,0,-31.287,-3.0642,-1.0507,0.0651,-1.604,-3.9078,1513,0,
Level 12,C55,1513,"Qk_Cat.A,B,C,D,F,H",LinStatic,1.6007,-31.287,-3.0642,-1.0507,0.0651,0.0779,0.9971,1513,1.6007,
Level 12,C55,1513,"Qk_Cat.A,B,C,D,F,H",LinStatic,3.2014,-31.287,-3.0642,-1.0507,0.0651,1.7598,5.902,1513,3.2014,
Level 12,C55,1513,"Qk_Cat.E,Partition,NR Live",LinStatic,0,0.0827,-0.0786,0.0253,-0.0005,0.0117,0.2969,1513,0,
Level 12,C55,1513,"Qk_Cat.E,Partition,NR Live",LinStatic,1.6007,0.0827,-0.0786,0.0253,-0.0005,-0.0287,0.4227,1513,1.6007,
Level 12,C55,1513,"Qk_Cat.E,Partition,NR Live",LinStatic,3.2014,0.0827,-0.0786,0.0253,-0.0005,-0.0692,0.5486,1513,3.2014,
Level 12,C56,1514,Gk,LinStatic,0,-1035.8204,12.6541,-76.2644,0.5711,-109.382,-11.3382,1514,0,
Level 12,C56,1514,Gk,LinStatic,1.6,-1022.0704,12.6541,-76.2644,0.5711,12.6411,-31.5848,1514,1.6,
Level 12,C56,1514,Gk,LinStatic,3.2,-1008.3204,12.6541,-76.2644,0.5711,134.6642,-51.8313,1514,3.2,
Level 12,C56,1514,Qk,LinStatic,0,-81.758,-6.0183,-12.0993,0.0645,-18.6693,-8.7914,1514,0,
Level 12,C56,1514,Qk,LinStatic,1.6,-81.758,-6.0183,-12.0993,0.0645,0.6896,0.8379,1514,1.6,
